usuario_id,livro_id,data_emprestimo,data_devolucao,data_devolucao_real,status
826,873,2022-09-29,2024-06-05,,atrasado
104,941,2023-05-04,2023-11-05,,atrasado
782,513,2023-05-03,2024-05-28,2024-03-05,atrasado
824,1132,2023-09-04,2024-08-01,,pendente
741,1468,2023-10-07,2024-04-13,2024-01-19,concluido
879,356,2023-01-19,2024-01-06,2024-10-21,concluido
883,1710,2022-01-29,2023-11-23,,atrasado
907,1209,2020-01-11,2024-10-07,,pendente
500,810,2020-07-12,2023-12-04,2024-05-31,concluido
1764,793,2021-11-25,2024-02-15,,concluido
94,215,2020-05-29,2024-10-01,,pendente
972,433,2020-01-21,2023-12-28,2024-02-08,pendente
1079,253,2020-12-14,2024-02-20,,atrasado
1888,266,2023-02-10,2024-05-07,,atrasado
1537,839,2023-08-13,2024-02-23,2024-08-11,atrasado
955,417,2022-09-30,2024-04-20,,pendente
712,1542,2022-06-29,2024-03-11,2024-07-08,pendente
644,507,2020-08-06,2024-04-16,2024-09-21,concluido
656,1808,2022-10-29,2024-10-02,2024-09-25,concluido
458,1314,2023-07-05,2024-06-12,,pendente
452,1621,2021-04-29,2024-05-23,,pendente
1752,1262,2020-06-01,2024-10-15,,pendente
604,975,2020-12-03,2023-11-20,,atrasado
817,897,2021-02-05,2024-04-19,,concluido
342,1051,2022-03-28,2024-04-02,2024-03-28,pendente
1677,1519,2021-06-15,2024-07-12,2024-03-10,pendente
1839,611,2021-06-20,2024-02-20,,atrasado
574,286,2022-08-15,2023-11-05,2024-02-08,concluido
241,750,2021-03-12,2024-08-10,2024-05-08,atrasado
1508,71,2021-10-10,2024-07-15,,concluido
712,165,2021-04-30,2024-08-08,2024-02-13,atrasado
1862,1805,2020-04-07,2024-01-08,,atrasado
1815,1163,2022-10-10,2023-11-23,2024-03-04,atrasado
762,1439,2022-10-22,2024-06-20,,atrasado
1402,1091,2023-07-29,2024-02-08,,atrasado
378,234,2021-07-15,2024-01-31,2024-05-22,atrasado
604,1152,2021-04-28,2024-09-01,,pendente
1232,1172,2021-11-15,2024-09-05,2023-11-21,atrasado
368,161,2022-03-11,2024-01-16,,atrasado
1281,934,2022-04-26,2023-12-12,2024-02-13,pendente
1622,182,2022-11-04,2024-02-08,,pendente
406,1582,2021-10-06,2024-06-15,,pendente
91,1690,2022-09-26,2024-08-17,2024-05-12,concluido
937,763,2022-03-04,2024-02-09,2024-02-24,atrasado
117,534,2021-03-02,2023-11-29,,atrasado
1254,299,2023-02-17,2024-01-13,,pendente
210,1289,2020-05-04,2024-10-25,,atrasado
923,1829,2022-02-21,2024-01-31,2024-03-13,pendente
1538,890,2022-11-01,2024-08-12,2024-10-12,pendente
1073,307,2020-11-05,2024-05-28,2024-01-16,concluido
991,1625,2022-08-18,2024-02-19,,pendente
1607,226,2020-04-25,2024-02-25,2024-09-16,concluido
1249,13,2021-10-09,2024-09-10,,atrasado
507,1992,2020-04-02,2024-10-04,,atrasado
1326,1196,2021-05-08,2024-03-02,2024-03-05,atrasado
991,243,2022-07-15,2024-08-10,,atrasado
1034,1992,2020-07-02,2024-10-16,,concluido
1826,1298,2023-08-07,2024-09-18,2024-02-10,concluido
464,394,2022-07-27,2024-01-26,2024-03-16,pendente
512,126,2023-02-25,2024-01-23,2024-03-25,pendente
1743,221,2020-05-30,2024-08-03,2024-07-12,pendente
450,845,2021-08-06,2024-06-27,,atrasado
44,1429,2022-05-22,2024-06-18,,atrasado
636,1713,2020-09-25,2024-05-16,,pendente
276,310,2022-08-09,2023-11-13,,pendente
1349,792,2020-06-19,2024-03-05,,concluido
362,1954,2020-12-01,2024-02-20,2024-05-01,atrasado
860,419,2020-06-14,2024-07-24,,pendente
1220,1750,2021-02-07,2024-05-03,2024-04-06,pendente
568,1272,2022-12-12,2024-07-02,2024-07-30,concluido
338,226,2020-09-25,2024-06-22,2023-12-27,atrasado
1233,1639,2021-04-17,2023-11-12,,concluido
1152,457,2020-04-08,2024-10-07,2024-04-20,pendente
1522,1060,2023-03-19,2024-07-30,2024-08-11,concluido
273,1149,2021-04-27,2023-12-06,,pendente
895,731,2021-09-13,2023-11-12,2024-06-09,pendente
1341,551,2020-05-31,2024-08-31,2024-05-29,pendente
1078,1274,2021-04-15,2023-12-16,,concluido
1795,723,2022-03-26,2024-10-10,,pendente
428,772,2021-09-13,2023-11-02,2024-02-27,concluido
1251,1112,2022-08-22,2023-12-24,2024-10-02,pendente
329,1467,2023-09-12,2024-08-07,2023-12-15,pendente
1186,1645,2020-11-13,2024-01-12,,pendente
1649,1190,2023-05-09,2023-11-13,2024-04-26,atrasado
1924,1462,2023-01-01,2024-05-30,2024-09-08,concluido
1162,1024,2021-09-10,2024-04-22,2023-12-05,atrasado
207,728,2023-04-13,2024-07-18,,atrasado
1494,395,2022-02-08,2024-01-20,,concluido
1362,866,2020-03-31,2023-11-05,2023-11-17,atrasado
277,853,2022-05-28,2024-03-02,,concluido
850,1820,2021-08-02,2024-09-12,,concluido
1514,65,2022-08-03,2024-07-30,2024-07-06,atrasado
1085,318,2022-09-13,2024-07-26,,concluido
674,73,2023-04-23,2024-01-17,,atrasado
262,1098,2023-10-03,2024-07-22,2024-02-11,atrasado
1774,1908,2022-07-03,2024-10-23,,pendente
1935,1975,2021-04-25,2024-06-18,2024-07-13,concluido
1366,1115,2023-01-11,2023-12-14,,pendente
1737,302,2022-02-01,2024-10-15,,concluido
1216,851,2022-11-11,2024-10-10,2024-02-25,concluido
897,1124,2021-06-15,2024-03-22,2024-03-30,pendente
1554,380,2020-02-17,2024-02-06,,concluido
267,604,2022-10-16,2024-03-28,,atrasado
1082,1899,2020-07-25,2024-02-13,2024-09-14,concluido
59,1980,2021-10-26,2024-09-03,2024-04-07,pendente
1593,1307,2022-12-02,2023-12-07,2024-05-30,concluido
1327,122,2021-12-10,2024-08-05,,pendente
1810,374,2022-07-16,2024-07-25,,pendente
749,1206,2020-09-26,2024-02-03,,concluido
657,1542,2021-08-22,2024-02-20,2024-07-10,pendente
1019,1949,2022-12-25,2024-08-06,2023-12-16,concluido
1834,1347,2022-08-09,2024-03-16,,concluido
22,1494,2022-07-14,2024-09-27,2024-09-29,atrasado
1274,813,2021-02-20,2023-11-19,2024-04-16,atrasado
1694,664,2023-10-06,2024-04-05,2024-06-29,concluido
433,708,2023-02-10,2024-05-22,,pendente
1241,664,2021-09-19,2024-08-11,,pendente
1404,469,2022-01-30,2023-12-31,2024-08-08,pendente
1342,930,2020-07-25,2024-09-15,2024-07-03,concluido
1038,707,2020-04-22,2024-10-21,,pendente
1869,503,2022-09-14,2024-03-09,2024-09-22,concluido
1721,337,2021-06-21,2024-09-30,,pendente
1866,1223,2021-02-05,2024-01-18,2024-02-23,atrasado
757,1807,2023-05-31,2023-12-30,,pendente
518,112,2021-08-18,2024-08-20,2024-05-20,concluido
850,1740,2023-07-14,2023-11-12,,concluido
768,1189,2022-04-24,2024-07-29,2023-12-09,atrasado
1662,636,2020-01-05,2024-07-07,2024-04-17,concluido
1092,1691,2022-08-10,2024-01-23,,atrasado
1596,1113,2021-02-25,2024-08-13,2024-05-17,pendente
389,1113,2021-01-15,2024-07-09,,concluido
452,711,2022-09-05,2024-08-05,,concluido
952,1494,2021-07-17,2024-07-16,2024-06-28,atrasado
1038,11,2021-10-08,2023-12-24,,concluido
1578,231,2020-06-05,2024-10-06,2024-05-01,pendente
791,1828,2021-03-16,2024-05-16,,concluido
1346,892,2023-06-26,2024-03-02,,atrasado
520,1879,2021-09-03,2024-01-02,2024-02-01,atrasado
272,1339,2020-12-02,2024-08-04,2024-05-04,pendente
253,1775,2020-10-11,2024-05-14,,pendente
1272,80,2022-09-01,2023-12-16,,concluido
298,1205,2020-10-19,2024-02-03,,concluido
736,1239,2021-06-16,2024-03-19,2024-04-07,concluido
1092,1599,2020-06-25,2024-03-07,2024-03-03,concluido
1262,1836,2020-04-19,2024-10-02,2024-03-05,pendente
181,601,2021-09-05,2023-11-20,2024-02-20,pendente
536,125,2021-08-17,2024-08-21,,concluido
1758,1038,2022-01-05,2024-04-19,,atrasado
460,85,2020-11-09,2024-10-03,,concluido
672,1071,2021-02-15,2024-04-27,,pendente
977,1724,2020-04-28,2024-05-02,,pendente
1476,1094,2023-05-20,2024-03-05,,concluido
594,424,2023-05-11,2023-11-20,2024-03-22,concluido
1473,558,2023-02-26,2024-10-03,,pendente
679,1011,2020-09-23,2023-12-05,2024-07-05,concluido
1856,378,2022-12-23,2024-07-31,2024-07-09,concluido
1840,1787,2020-10-14,2023-11-09,2024-02-11,atrasado
1957,1262,2020-07-05,2023-11-23,2024-07-30,concluido
365,440,2021-04-01,2024-05-13,,pendente
574,511,2023-04-22,2024-07-27,,atrasado
1611,1244,2021-06-17,2024-09-09,,pendente
244,662,2020-06-02,2023-12-09,,atrasado
913,1113,2023-06-03,2024-01-04,,pendente
1900,1247,2020-05-01,2024-10-02,2024-02-10,atrasado
541,1696,2022-01-09,2024-05-22,,pendente
938,80,2021-08-27,2024-03-13,,pendente
1034,1798,2020-11-12,2024-10-09,2023-12-07,pendente
1750,1410,2021-10-17,2024-10-04,,concluido
808,838,2021-12-03,2024-05-23,2024-10-30,pendente
1914,336,2021-03-24,2024-01-02,2024-07-09,pendente
354,307,2020-06-09,2024-06-25,,atrasado
858,680,2022-02-17,2024-03-13,2024-10-18,atrasado
878,819,2021-08-19,2024-10-06,2024-04-22,atrasado
1565,960,2022-10-13,2024-03-19,,atrasado
646,168,2022-11-08,2024-03-09,,concluido
1434,1823,2021-06-24,2023-12-13,2024-10-13,atrasado
1600,835,2022-01-24,2024-06-18,2023-11-07,atrasado
1054,1515,2023-01-13,2024-05-20,2024-06-12,pendente
1794,214,2020-05-03,2024-02-26,,pendente
1918,1746,2021-10-01,2024-03-01,,concluido
831,812,2022-10-30,2024-07-16,,atrasado
1658,129,2023-07-04,2024-04-23,,concluido
895,698,2023-09-27,2024-06-11,,pendente
1295,83,2020-08-23,2023-12-21,,atrasado
1525,695,2020-11-28,2024-10-09,2024-09-19,concluido
1125,1853,2022-12-27,2024-05-18,,concluido
1222,64,2021-10-19,2024-07-01,2024-09-16,pendente
1493,1625,2021-07-30,2024-07-31,2024-02-22,pendente
516,1034,2021-11-29,2024-07-07,2024-02-07,pendente
1000,556,2023-08-29,2024-08-31,2024-03-25,concluido
1383,1110,2020-06-03,2024-05-14,,pendente
272,141,2023-05-15,2024-07-30,2023-12-29,pendente
1678,1637,2023-01-25,2024-10-10,2024-01-01,pendente
661,544,2021-01-17,2024-01-19,,concluido
599,1641,2023-05-30,2024-02-17,,concluido
1109,1591,2023-07-11,2023-11-06,2024-09-12,pendente
1855,1286,2022-09-11,2024-08-21,,pendente
1570,1445,2020-05-05,2024-10-30,2024-02-01,concluido
89,331,2023-02-23,2024-01-01,,concluido
582,1462,2021-11-19,2024-01-12,2023-11-28,atrasado
292,1936,2020-12-09,2024-07-25,,pendente
591,1761,2021-10-13,2024-07-23,,pendente
875,1004,2021-07-23,2024-06-11,2024-01-30,concluido
1925,1885,2021-04-26,2024-03-07,,pendente
867,1837,2021-04-11,2024-02-08,,pendente
976,1724,2022-08-31,2023-12-02,,concluido
255,1749,2020-09-10,2023-12-08,2023-12-23,concluido
1712,1938,2021-04-17,2023-11-07,,pendente
1820,1329,2022-01-04,2024-02-12,2024-06-21,atrasado
1162,472,2020-01-06,2024-02-11,2024-09-11,pendente
1954,1296,2020-12-23,2024-04-09,,concluido
374,1538,2020-09-04,2024-06-30,2024-10-18,pendente
1899,944,2020-02-26,2024-04-29,,pendente
1991,701,2021-02-21,2024-03-09,2023-12-25,pendente
1057,1821,2023-10-29,2024-10-14,,atrasado
1524,1771,2020-10-29,2024-04-01,2024-01-10,concluido
572,819,2023-08-01,2024-08-28,2024-05-22,atrasado
1145,1212,2021-05-06,2024-02-15,2024-02-01,pendente
262,1691,2021-11-08,2024-01-11,2024-05-30,atrasado
1873,475,2023-08-23,2024-07-16,,atrasado
1179,810,2021-03-16,2024-04-24,2024-04-28,atrasado
221,99,2023-04-03,2024-09-03,,concluido
799,158,2022-05-28,2023-11-09,,pendente
87,1682,2023-05-14,2024-04-04,2024-09-20,atrasado
1169,919,2020-11-04,2024-01-09,,atrasado
1688,1059,2022-11-18,2024-01-29,2024-03-26,pendente
765,1211,2021-10-09,2024-06-02,,pendente
672,1966,2022-09-26,2024-06-12,,atrasado
1633,741,2021-12-20,2024-04-03,,concluido
1629,342,2020-06-29,2024-09-26,2023-11-07,concluido
275,1633,2021-12-07,2023-12-20,,pendente
245,837,2023-02-25,2024-10-28,2024-05-14,concluido
1891,779,2021-02-05,2023-11-23,2024-07-25,concluido
1620,1623,2021-12-04,2024-05-20,2024-07-11,pendente
441,592,2020-10-29,2024-02-07,2024-03-07,pendente
1236,833,2022-10-12,2024-09-16,,pendente
1086,22,2022-04-13,2024-09-11,2024-10-01,atrasado
776,1296,2020-03-29,2024-10-06,2024-06-18,concluido
1871,164,2020-09-03,2024-08-05,,concluido
1262,754,2021-10-15,2024-08-13,2024-06-12,atrasado
799,1585,2021-02-10,2024-10-05,,atrasado
379,1366,2023-07-28,2024-05-10,,atrasado
457,57,2020-07-22,2024-10-02,2024-07-08,concluido
782,329,2022-04-06,2024-07-21,2024-09-27,pendente
915,305,2022-01-21,2024-04-02,2024-04-11,concluido
613,1138,2022-01-05,2023-12-26,,concluido
895,756,2020-12-16,2024-07-08,,concluido
341,255,2020-02-19,2024-09-01,,pendente
1601,312,2020-06-07,2024-10-21,2024-10-09,pendente
1882,1211,2022-07-22,2024-07-14,2024-05-12,concluido
464,413,2022-01-23,2024-03-22,,pendente
644,532,2020-11-24,2024-06-06,,pendente
1935,888,2023-08-04,2024-03-01,2024-05-14,atrasado
1496,35,2023-05-12,2024-05-08,,concluido
431,129,2021-02-21,2024-03-25,,pendente
1412,1616,2023-01-16,2023-12-08,,atrasado
718,787,2021-08-20,2024-02-26,,pendente
1322,155,2023-05-25,2024-06-29,2024-09-14,concluido
1548,1127,2021-02-18,2024-06-03,,atrasado
1094,1336,2021-01-26,2024-10-02,2024-05-10,concluido
1731,667,2022-09-15,2024-05-18,,concluido
1541,536,2023-08-13,2023-12-04,,concluido
557,69,2020-07-20,2024-08-20,2024-10-21,concluido
1093,610,2020-05-20,2024-02-10,,concluido
62,567,2022-06-07,2024-03-23,2024-05-10,pendente
183,1141,2020-04-19,2024-04-07,2024-02-16,concluido
652,1281,2022-05-21,2024-09-24,2023-11-02,pendente
545,213,2023-04-04,2024-05-18,2024-04-10,atrasado
71,1785,2022-11-04,2024-10-04,2024-07-06,atrasado
1006,480,2020-07-28,2024-10-15,,pendente
709,1786,2023-03-22,2023-12-29,2024-05-07,pendente
1526,1546,2021-07-05,2024-07-08,,pendente
372,1492,2021-01-24,2024-03-13,2024-02-28,pendente
1467,1081,2022-03-12,2023-12-02,,concluido
301,127,2023-01-16,2024-07-30,,pendente
1870,588,2020-05-12,2024-10-03,2024-02-18,concluido
945,1494,2023-03-25,2024-06-13,,pendente
732,546,2021-11-25,2024-05-04,2024-10-06,concluido
1764,327,2023-06-20,2024-03-01,2024-05-16,pendente
726,230,2021-08-31,2023-11-22,2024-01-20,pendente
1854,54,2021-06-20,2024-10-09,2024-06-09,concluido
363,1514,2020-05-05,2024-06-22,2024-06-20,atrasado
1802,195,2023-05-11,2024-04-22,,pendente
1010,1321,2021-11-08,2024-06-10,2024-10-29,pendente
928,1012,2023-03-14,2024-05-08,2024-02-28,pendente
1736,274,2023-05-24,2024-04-06,,atrasado
633,1434,2023-09-23,2024-03-26,2024-04-04,atrasado
820,25,2022-04-11,2024-02-12,,concluido
821,1024,2022-10-17,2024-09-05,,pendente
1796,1361,2023-05-04,2024-09-06,,pendente
1358,1417,2022-04-25,2024-02-15,2024-09-07,pendente
367,1616,2020-03-27,2023-12-23,,pendente
1883,46,2021-03-15,2024-09-23,2024-05-29,atrasado
1512,1020,2021-01-11,2024-04-11,,concluido
1701,473,2020-02-09,2024-01-03,,pendente
314,676,2023-09-15,2024-10-10,2024-06-15,atrasado
1765,467,2023-01-23,2023-12-10,,concluido
421,1330,2021-03-26,2024-05-16,,pendente
1793,402,2021-08-13,2024-07-30,2023-11-26,concluido
899,707,2020-02-21,2024-05-23,,pendente
278,1301,2021-06-25,2024-01-18,2024-01-27,pendente
197,1001,2021-06-02,2024-10-09,,concluido
318,691,2021-04-04,2024-10-19,,atrasado
996,1346,2020-04-20,2023-11-29,2024-09-15,pendente
600,1755,2021-05-30,2024-03-16,2023-12-27,atrasado
113,390,2020-11-12,2024-06-22,2024-04-24,atrasado
1062,198,2021-10-07,2024-08-09,,atrasado
655,984,2022-04-20,2024-03-10,,pendente
424,1568,2021-03-09,2024-10-14,2024-08-15,atrasado
967,1785,2022-01-23,2024-02-23,2024-05-12,pendente
633,915,2022-07-05,2024-10-26,,concluido
1191,984,2023-07-31,2024-02-28,2024-03-21,concluido
958,706,2022-11-29,2024-10-26,,pendente
1120,1408,2021-11-26,2024-01-14,2024-08-13,atrasado
502,1931,2023-09-20,2024-08-31,,concluido
66,613,2023-03-26,2023-11-29,2024-01-15,atrasado
110,899,2022-09-11,2024-03-24,,concluido
942,1016,2021-09-05,2024-10-25,2024-08-22,pendente
672,1479,2020-12-12,2024-05-03,2024-04-14,pendente
1542,1427,2021-12-12,2024-02-12,,pendente
499,165,2021-07-02,2024-01-05,,pendente
1196,608,2020-10-07,2024-03-23,,pendente
1990,897,2022-05-08,2024-01-20,,concluido
1060,432,2021-07-28,2024-02-10,2023-11-11,concluido
1495,759,2020-07-25,2024-09-17,2024-10-26,concluido
1722,1111,2023-03-19,2024-07-09,2024-08-12,atrasado
449,1582,2021-12-09,2024-02-18,,pendente
1946,872,2020-07-26,2024-08-30,2024-06-11,concluido
1342,1907,2020-04-22,2024-04-15,,atrasado
1115,1762,2023-09-14,2024-10-24,2024-04-05,concluido
1332,1968,2020-03-04,2023-11-26,,pendente
1070,339,2021-02-06,2024-06-16,,atrasado
1106,649,2021-06-21,2023-11-29,,concluido
999,1636,2021-04-16,2024-07-15,2024-07-30,pendente
182,1283,2021-03-27,2024-05-20,,atrasado
819,1824,2021-09-23,2024-06-11,2024-09-13,pendente
1758,1274,2021-06-14,2024-02-15,,atrasado
1367,324,2022-11-20,2024-01-31,,concluido
1327,1046,2021-01-14,2024-05-20,2023-11-19,concluido
1480,1605,2023-03-30,2023-12-04,2024-06-03,atrasado
247,435,2020-03-15,2024-10-22,2024-01-28,concluido
808,587,2020-09-19,2024-10-16,2024-02-16,atrasado
690,1805,2022-08-10,2024-10-11,2023-12-28,pendente
992,1641,2022-09-27,2024-05-28,2024-06-21,atrasado
63,1677,2022-07-06,2024-02-19,2024-06-26,concluido
791,567,2021-08-10,2024-05-31,2024-03-18,atrasado
1960,1738,2023-08-10,2024-06-25,,pendente
474,272,2023-02-05,2024-10-19,2024-04-12,concluido
1122,139,2021-06-05,2024-02-23,,atrasado
1488,1617,2021-06-01,2024-10-19,2024-09-18,concluido
202,1309,2021-10-13,2024-03-11,2023-12-20,concluido
53,1550,2020-10-19,2024-01-31,2023-11-17,pendente
780,61,2020-08-21,2023-12-01,2024-01-25,pendente
590,1544,2022-02-01,2023-12-27,2024-03-01,pendente
922,677,2021-03-29,2024-07-31,,atrasado
1239,197,2020-12-08,2024-04-06,2023-11-20,atrasado
1332,287,2022-05-17,2024-10-01,,pendente
870,1648,2023-07-15,2023-11-11,2023-11-09,pendente
575,330,2022-03-22,2024-10-24,,pendente
688,324,2023-03-13,2024-02-22,,concluido
645,1616,2023-09-21,2024-10-06,,atrasado
1581,918,2020-08-13,2024-02-28,2024-01-11,pendente
611,617,2021-01-06,2024-08-12,,atrasado
662,124,2023-04-23,2024-10-16,,atrasado
583,1891,2023-02-10,2023-11-17,,concluido
1885,241,2021-05-23,2023-11-17,2024-07-06,pendente
434,601,2020-11-12,2024-08-20,,concluido
1107,1290,2023-02-07,2024-01-31,,atrasado
1819,85,2023-10-22,2024-03-20,,pendente
1914,681,2021-06-02,2024-09-13,2023-12-07,pendente
114,1144,2020-10-04,2024-10-03,2024-07-20,atrasado
1851,1954,2022-02-04,2024-09-26,,pendente
1148,1061,2022-09-06,2024-06-19,,concluido
1572,1961,2020-07-23,2024-06-02,,concluido
714,1857,2021-08-06,2024-06-19,,pendente
1033,1523,2021-11-03,2024-09-11,,pendente
1499,363,2022-09-24,2024-10-17,,concluido
1641,484,2022-09-02,2024-07-15,,atrasado
347,781,2020-07-05,2023-11-16,2024-08-03,concluido
767,793,2020-07-03,2024-01-03,,atrasado
354,1907,2022-08-26,2024-08-15,,concluido
1992,1987,2022-03-31,2024-06-08,,pendente
1548,1692,2020-05-31,2024-10-20,,atrasado
980,213,2022-05-09,2024-04-19,,concluido
1897,518,2021-08-17,2024-05-21,2024-02-27,pendente
563,977,2023-03-14,2023-12-26,,concluido
130,221,2020-02-03,2023-11-11,,atrasado
1544,1003,2020-02-20,2024-02-27,2024-09-13,pendente
1130,1371,2020-09-05,2024-07-14,2024-01-14,atrasado
1162,1497,2023-05-25,2024-07-10,,concluido
215,1354,2021-11-22,2024-01-14,2023-12-22,atrasado
467,1467,2022-03-10,2023-11-17,,concluido
1863,1703,2021-12-04,2024-05-15,,concluido
89,665,2021-09-14,2024-09-13,2024-06-07,atrasado
361,1934,2022-06-24,2024-09-01,,atrasado
760,687,2022-11-05,2024-02-03,2024-06-25,atrasado
861,316,2020-08-18,2024-07-09,,concluido
139,1515,2020-07-14,2024-01-28,,pendente
1431,59,2021-10-12,2024-03-14,,atrasado
1090,555,2022-01-02,2024-04-30,,concluido
1561,1958,2021-02-19,2024-06-17,2024-10-12,pendente
631,27,2020-05-11,2023-11-24,,atrasado
329,1539,2021-02-23,2023-11-12,2024-03-25,atrasado
1952,1613,2023-01-12,2024-03-20,,concluido
1531,1740,2020-08-25,2024-08-02,,atrasado
293,521,2023-02-18,2024-05-20,,concluido
1611,121,2022-09-01,2023-11-20,,pendente
1057,736,2020-04-04,2024-02-03,2024-08-11,pendente
1766,218,2022-03-03,2024-10-06,2023-11-21,pendente
1023,1894,2022-10-10,2023-12-10,2024-10-08,pendente
1706,1655,2021-09-04,2024-10-31,2023-11-05,pendente
1725,703,2020-12-13,2024-06-01,2024-05-18,concluido
1208,621,2022-02-06,2024-03-23,,atrasado
592,773,2021-05-30,2024-07-25,,pendente
1433,1406,2021-05-04,2024-03-06,,concluido
884,1723,2020-09-09,2024-01-01,2024-10-21,concluido
1290,1333,2023-10-19,2023-12-08,2024-02-14,pendente
1822,1572,2020-03-10,2023-12-02,2024-08-20,pendente
892,553,2022-12-23,2024-09-18,,pendente
1372,1248,2021-07-17,2024-04-08,2024-01-30,concluido
664,501,2020-08-04,2023-12-15,,pendente
1506,1050,2022-03-30,2024-01-06,,atrasado
487,390,2021-12-30,2024-01-15,,concluido
272,1802,2022-09-03,2024-03-11,,pendente
1137,1540,2022-08-21,2024-10-17,,pendente
1994,155,2021-03-11,2023-12-25,2024-01-11,atrasado
639,1489,2022-10-06,2023-11-26,,pendente
1741,1647,2023-07-03,2024-03-18,,atrasado
765,461,2023-02-11,2024-01-24,2024-05-16,concluido
1784,1852,2021-03-08,2024-02-11,2024-07-11,concluido
596,688,2020-09-03,2024-09-07,2024-01-12,concluido
15,784,2020-09-18,2023-11-27,,atrasado
522,77,2021-07-16,2023-11-23,2023-11-08,atrasado
1482,302,2021-08-11,2024-06-23,,atrasado
122,1026,2020-02-15,2024-09-04,,atrasado
4,1304,2021-04-30,2024-10-31,2023-12-18,atrasado
836,419,2022-04-18,2024-03-29,,concluido
1786,1308,2020-09-06,2024-09-22,,atrasado
1523,834,2020-08-11,2024-08-19,2024-05-10,pendente
1850,1436,2021-09-20,2024-09-11,2024-07-23,concluido
670,137,2020-07-18,2024-04-27,,atrasado
835,1222,2022-09-05,2023-12-14,,atrasado
1225,767,2022-08-05,2024-09-01,,concluido
1363,637,2022-01-28,2024-09-09,2024-08-12,pendente
182,137,2022-02-04,2024-10-14,,atrasado
776,437,2022-06-17,2024-06-29,2024-08-01,concluido
585,594,2023-07-09,2024-10-18,,concluido
20,326,2022-03-26,2024-09-28,2023-12-08,atrasado
610,59,2023-06-21,2023-12-28,,atrasado
1195,68,2023-07-29,2024-05-01,2023-12-09,atrasado
683,1148,2022-11-06,2024-01-01,2024-07-04,concluido
1980,164,2020-09-19,2024-06-08,,concluido
1677,1671,2021-06-21,2024-10-12,,concluido
502,1393,2023-03-21,2024-06-16,2024-04-23,pendente
1343,495,2021-12-05,2024-02-23,2024-04-06,concluido
730,642,2021-09-26,2024-09-07,2024-04-28,atrasado
1875,609,2020-11-24,2024-02-01,2024-05-29,atrasado
1633,1795,2023-05-20,2024-05-22,,atrasado
183,1655,2021-12-28,2024-04-21,2024-05-11,pendente
1701,1060,2023-08-19,2024-07-21,2024-08-26,atrasado
68,152,2023-10-04,2024-08-18,2023-12-24,atrasado
433,1391,2021-06-09,2023-12-22,,atrasado
134,106,2023-02-08,2024-01-17,2024-07-06,pendente
1856,1767,2020-02-22,2023-12-29,2024-06-29,pendente
1487,1768,2021-11-26,2024-06-06,2024-04-28,concluido
1083,318,2021-01-21,2024-03-18,2024-03-20,pendente
1928,1067,2020-10-02,2023-12-21,,pendente
425,1501,2023-04-10,2024-10-03,2024-05-10,concluido
1649,1646,2023-01-13,2024-05-17,,atrasado
771,51,2020-08-20,2024-03-21,2023-11-18,pendente
1016,1953,2022-02-14,2024-08-23,2024-07-28,atrasado
910,1095,2021-10-04,2024-10-26,2024-03-20,pendente
725,1924,2022-10-11,2023-11-18,2024-02-10,atrasado
1122,1682,2021-07-06,2024-02-05,2023-11-13,pendente
1693,79,2023-09-24,2024-03-08,2024-07-03,atrasado
718,459,2021-05-22,2024-03-08,2024-08-30,atrasado
1543,524,2022-08-14,2024-01-31,2024-01-03,atrasado
1503,1469,2022-01-08,2023-12-13,2024-10-19,pendente
1385,1899,2022-08-10,2023-12-04,2024-04-13,pendente
1036,975,2022-10-01,2024-05-15,2024-08-03,atrasado
343,166,2022-03-14,2024-09-28,2024-04-19,concluido
1331,1538,2021-08-09,2024-08-19,,pendente
1206,320,2020-12-27,2024-03-11,,concluido
1689,704,2021-11-01,2024-09-09,,pendente
101,1573,2020-09-09,2023-11-04,,atrasado
1931,636,2022-04-07,2023-12-31,,pendente
1792,331,2021-07-10,2023-11-30,2024-03-16,concluido
1010,282,2021-10-15,2024-08-24,2024-04-30,concluido
1062,1504,2021-07-09,2024-03-29,2023-12-02,concluido
432,725,2022-07-08,2024-10-01,,atrasado
17,1074,2023-08-09,2023-12-31,,concluido
1234,1303,2023-04-20,2024-04-11,,concluido
1988,582,2020-10-13,2024-04-12,,pendente
950,539,2022-07-02,2024-02-02,,atrasado
1974,286,2023-07-30,2024-02-11,2024-09-07,concluido
539,1566,2022-07-21,2024-10-07,2023-12-17,pendente
1307,826,2022-03-08,2024-05-31,2024-02-16,concluido
535,1303,2021-11-14,2023-12-14,2024-04-25,atrasado
1512,184,2020-05-05,2024-01-19,2024-07-02,concluido
1651,77,2021-04-12,2024-09-28,2024-10-25,concluido
1270,761,2023-07-29,2023-12-05,2024-04-28,atrasado
235,131,2023-06-20,2024-04-19,2024-02-09,concluido
660,396,2023-03-20,2024-06-26,,pendente
95,222,2023-07-30,2024-08-16,2024-07-09,concluido
1641,1365,2021-11-17,2024-02-18,,pendente
1808,1585,2020-05-29,2024-09-30,2023-12-26,concluido
1559,394,2021-10-10,2024-03-06,2024-02-19,concluido
193,1681,2021-06-28,2024-02-11,2023-11-17,atrasado
939,1051,2023-02-18,2024-02-05,2024-09-12,atrasado
1596,655,2020-07-21,2024-05-18,,atrasado
900,929,2023-10-11,2024-09-05,2024-07-14,concluido
